State,LGA,Ward,PU-Code,PU-Name,Latitude,Longitude,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Outlier Score
ANAMBRA,ANAMBRA EAST,ENUGWU-OTU,04-03-03-005,AMA-OKPOGBA,6.3092973,6.8672668,97,396,True,-1,False,False,False,False,UNKNOWN,16,543,107,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/03/pu/004/004-1677380542.pdf,579.3834196891191
ANAMBRA,AWKA NORTH,MGBAKWU  I (ANEZIKE),04-06-11-007,AMAMKPU V HALL,6.2636193,7.1251699,139,584,True,-1,False,False,False,False,UNKNOWN,0,13,465,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/007/007-1677397237.pdf,551.6521739130435
ANAMBRA,AGUATA,EKWULOBIA  I,04-01-06-007,AMAUDO UMUOWELE,6.1304007,7.0364022,342,1295,True,-1,False,False,False,False,UNKNOWN,0,0,199,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/005/005-1677413435.pdf,463.5
ANAMBRA,ANAMBRA EAST,ENUGWU-OTU,04-03-03-006,AMA-IGBOEZUNU,6.3219173,6.8877983,115,574,True,-1,False,False,False,False,UNKNOWN,21,489,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/03/pu/006/006-1677380950.pdf,462.0
ANAMBRA,ANAMBRA EAST,AGULERI  II,04-03-02-011,JUSTICE CHINWUBA MEMORIAL SECONDARY SCHOOL,6.3292975,6.8868878,49,90,True,-1,False,False,False,False,UNKNOWN,0,49,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/622477/result_165297_1677592840_thumb.jpg,462.0
ANAMBRA,AWKA SOUTH,OKPUNO,04-07-19-010,NODU VILLAGE HALL II,6.2324502,7.0701167,510,1967,True,-1,False,False,False,False,UNKNOWN,0,501,3,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18372/pu/9778/9778-1677627297.pdf,460.71428571428567
ANAMBRA,ANAMBRA EAST,ENUGWU-OTU,04-03-03-003,AMA-ENUGU II,6.3092973,6.8672668,126,676,True,-1,False,True,False,False,UNKNOWN,0,526,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/03/pu/003/003-1677377986.pdf,446.7823834196891
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VII,04-17-09-013,IHIONU/NSUGBE STREET AREA,6.1623902,6.8029489,582,1451,True,-1,False,False,False,False,UNKNOWN,0,574,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/013/013-1677368067.pdf,438.83000000000004
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VIII,04-17-10-010,OFONZE SQUARE I,6.1623902,6.8029489,579,1663,True,-1,False,False,False,False,UNKNOWN,2,570,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/10/pu/010/010-1677415204.pdf,437.13000000000005
ANAMBRA,ONITSHA -SOUTH,ODOAKPU  I,04-18-11-003,PIONEER PRY. SCHOOL III,6.1435566,6.7876632,300,1037,True,-1,False,False,False,False,UNKNOWN,1,0,291,4,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18533/pu/12198/12198-1677535285.pdf,428.8970588235294
ANAMBRA,NNEWI SOUTH,EZINIFITE  III,04-15-10-003,AKABO HALL I,5.960165,6.9853474,76,427,True,-1,False,False,False,False,UNKNOWN,350,1,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/10/pu/003/003-1677386264.pdf,405.2916666666667
ANAMBRA,AWKA SOUTH,AWKA  VI,04-07-10-010,G.T.C COMPOUND,6.2208997,6.9369559,510,1883,True,-1,False,False,False,False,UNKNOWN,1,504,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18363/pu/9669/9669-1677532079.pdf,398.52694610778445
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VII,04-17-09-009,EZEIWEKA ROAD/PLAY GROUND,6.1197008,6.8073844,421,1624,True,-1,False,False,False,False,UNKNOWN,0,415,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/009/009-1677366909.pdf,377.85714285714283
ANAMBRA,NNEWI NORTH,URUAGU  II,04-14-09-005,UMUEZEAGU P/S I,6.0136533,6.9101806,258,921,True,-1,False,False,False,False,UNKNOWN,2,0,0,251,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18470/pu/11271/11271-1677517098.pdf,356.01874999999995
ANAMBRA,AWKA SOUTH,AWKA  II,04-07-06-011,NKWO AMENYI SQUARE II,6.2116033,7.0713572,246,939,True,-1,False,False,False,False,UNKNOWN,228,0,3,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/011/011-1677420834.pdf,352.14912280701753
ANAMBRA,AWKA SOUTH,AWKA  II,04-07-06-003,UDEOZO PRY. SCHOOL,6.2247049,7.084583,269,2104,True,-1,False,False,True,False,UNKNOWN,1,469,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/003/003-1677405136.pdf,350.3039215686274
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VIII,04-17-10-005,UKEH STREET AREA,6.1623902,6.8029489,478,984,True,-1,False,False,False,False,UNKNOWN,0,468,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/10/pu/005/005-1677382837.pdf,333.09000000000003
ANAMBRA,AGUATA,EKWULOBIA  I,04-01-06-005,AMAUDO UMUOWELE,6.1304007,7.0364022,342,1295,True,-1,False,False,False,False,UNKNOWN,0,333,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/005/005-1677413435.pdf,333.0
ANAMBRA,AWKA SOUTH,AWKA  I,04-07-05-009,AYOM NA OKPALA SQUARE I,6.2220043,7.0821162,455,1755,True,-1,False,False,False,False,UNKNOWN,1,447,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/9585/result_166230_1677496719_thumb.jpg,326.45283018867923
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-014,"ST. MARY'S PRIMARY SCHOOL, AKPAKA",6.1730161,6.787368,503,666,True,-1,False,False,False,False,UNKNOWN,0,497,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/014/014-1677392862.pdf,319.2727272727273
ANAMBRA,OYI,NKWELLE EZUNAKA I,04-21-10-009,CARDINAL ARINZE SEC. SCH. NKWELLE,6.2093598,6.84046,407,592,True,-1,False,True,False,False,UNKNOWN,0,407,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/10/pu/009/009-1677403494.pdf,306.5
ANAMBRA,AWKA SOUTH,AWKA  V,04-07-09-024,OBUNAGU VILLAGE SQUARE I,6.2086195,7.0581183,433,1710,True,-1,False,False,False,False,UNKNOWN,0,405,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18362/pu/9656/9656-1677560111.pdf,284.0666666666667
ANAMBRA,NNEWI NORTH,NNEWI-ICHI  II,04-14-02-008,ODIDA C/S I,6.0136533,6.9101806,510,1776,True,-1,False,False,False,False,UNKNOWN,0,367,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/11117/result_168195_1677772428_thumb.jpg,269.80625000000003
ANAMBRA,AWKA SOUTH,OKPUNO,04-07-19-021,COMMUNITY SECONDARY SCHOOL OKPUNO I,6.2772809,7.0615,370,570,True,-1,False,True,False,False,UNKNOWN,1,359,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18372/pu/121613/121613-1677661407.pdf,267.2
ANAMBRA,ORUMBA NORTH,NANKA  I,04-19-08-015,OKAA AGBILIGBA HALL,6.0543288,7.2194466,216,626,True,-1,False,False,False,False,UNKNOWN,0,13,198,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/08/pu/015/015-1677391999.pdf,266.4214285714286
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VII,04-17-09-003,EKENE DILI CHUKWU GATE,6.1623902,6.8029489,406,1054,True,-1,False,False,False,False,UNKNOWN,0,400,1,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/003/003-1677364620.pdf,265.11
ANAMBRA,DUNUKOFIA,UKPO  I,04-08-06-007,EKWUEME HALL III,6.2009693,6.9786326,159,648,True,-1,False,False,False,False,UNKNOWN,0,0,11,144,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/9841/result_166594_1677686572_thumb.jpg,264.72033898305085
ANAMBRA,DUNUKOFIA,AKWA,04-08-01-006,AKWA VILLAGE HALL III,6.2009693,6.9786326,104,384,True,-1,False,False,False,False,UNKNOWN,148,1,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3179/ward/18374/pu/9801/9801-1677460811.pdf,261.26271186440675
ANAMBRA,OYI,NKWELLE EZUNAKA II,04-21-11-016,NEW GENERATION ESTATE HALL,6.2245579,6.8887202,326,683,True,-1,False,False,False,False,UNKNOWN,1,323,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/11/pu/016/016-1677384247.pdf,260.0
ANAMBRA,OYI,NTEJE  I,04-21-05-009,ODOKWE VILLAGE SQUARE II,6.2245579,6.8887202,108,440,True,-1,False,False,False,False,UNKNOWN,0,80,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/05/pu/009/009-1677368533.pdf,260.0
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-012,FEDERAL HOUSING ESTATE II,6.1733744,6.7896358,490,2462,True,-1,False,False,False,False,UNKNOWN,0,460,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/012/012-1677386178.pdf,260.0
ANAMBRA,NNEWI NORTH,OTOLO  I,04-14-03-019,NNOFOR HALL I,6.0136533,6.9101806,373,1730,True,-1,False,False,False,False,UNKNOWN,0,356,3,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18464/pu/11157/11157-1677744161.pdf,257.79375
ANAMBRA,ANAOCHA,ADAZI NNUKWU  I,04-05-05-003,TOWN HALL I,6.0819615,7.0042858,374,1186,True,-1,False,False,False,False,UNKNOWN,0,355,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/05/pu/003/003-1677365450.pdf,257.34375
ANAMBRA,ONITSHA -SOUTH,FEGGE I,04-18-04-005,TOWNSHIP PRY. SCHOOL I,6.1363826,6.7761686,367,1277,True,-1,False,False,False,False,UNKNOWN,1,365,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18526/pu/12110/12110-1677664097.pdf,255.1552795031056
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VII,04-17-09-005,CEMETERY/ORAIFITE/PLAY GROUND,6.1296844,6.8027097,336,1060,True,-1,False,False,False,False,UNKNOWN,0,326,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/005/005-1677405121.pdf,255.08333333333331
ANAMBRA,ANAMBRA EAST,ENUGWU-OTU,04-03-03-004,AMA-OKPOGBA,6.3092973,6.8672668,97,396,True,-1,False,False,False,False,UNKNOWN,6,334,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/03/pu/004/004-1677380542.pdf,254.28497409326425
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-011,OYOLU AREA,6.1890617,6.8056004,530,3770,True,-1,False,False,False,False,UNKNOWN,0,523,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/011/011-1677419582.pdf,250.85714285714286
ANAMBRA,NNEWI NORTH,OTOLO II,04-14-04-023,OBI DOGONU HALL  I,6.0195429,6.9286566,15,18,True,-1,False,False,False,False,UNKNOWN,0,14,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18465/pu/122001/122001-1677843144.pdf,248.0
ANAMBRA,NNEWI NORTH,OTOLO II,04-14-04-017,ST. CHARLES EGBU I,6.017913,6.9240997,276,796,True,-1,False,False,False,False,UNKNOWN,5,255,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/04/pu/017/017-1677393924.pdf,248.0
ANAMBRA,NNEWI NORTH,NNEWI-ICHI  II,04-14-02-003,ABUBO C/S I,6.0136533,6.9101806,346,1330,True,-1,False,True,False,False,UNKNOWN,0,342,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/02/pu/003/003-1677375151.pdf,242.7
ANAMBRA,ONITSHA -SOUTH,FEGGE VII,04-18-10-015,INFANT JESUS PRIMARY SCHOOL I    ,6.1363826,6.7761686,355,1412,True,-1,False,False,False,False,UNKNOWN,0,352,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18532/pu/12193/12193-1677592328.pdf,242.31055900621118
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-003,ST. THERESA'S MBA FARM,6.1862198,6.801723,494,2211,True,-1,False,False,True,False,UNKNOWN,0,492,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/003/003-1677386270.pdf,236.875
ANAMBRA,NNEWI NORTH,URUAGU  II,04-14-09-003,AKABOEZEM COMM. P/S I,6.0156875,6.8799375,303,1620,True,-1,False,False,False,False,UNKNOWN,0,285,3,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18470/pu/11269/11269-1677514453.pdf,236.25
ANAMBRA,ONITSHA -SOUTH,ODOAKPU  I,04-18-11-001,PIONEER PRY. SCHOOL I,6.1435566,6.7876632,371,1726,True,-1,False,False,False,False,UNKNOWN,0,361,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18533/pu/12196/12196-1677535552.pdf,235.73529411764704
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VIII,04-17-10-001,OMAGBA PRY. SCHOOL I,6.1483182,6.8140805,425,1175,True,-1,False,False,False,False,UNKNOWN,0,419,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/10/pu/001/001-1677361637.pdf,234.46666666666667
ANAMBRA,ONITSHA-NORTH,INLAND TOWN V,04-17-07-005,WASHINGTON GRAMMAR SCHOOL I,6.1480353,6.8051253,368,1227,True,-1,False,True,False,False,UNKNOWN,0,361,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/07/pu/005/005-1677411812.pdf,233.76923076923075
ANAMBRA,OYI,NKWELLE EZUNAKA I,04-21-10-008,HOLY LAND ESTATE OYOLU (OPEN SPACE),6.1890617,6.8056004,105,167,True,-1,True,False,False,False,UNKNOWN,0,102,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/10/pu/008/008-1677403357.pdf,232.00000000000003
ANAMBRA,ONITSHA-NORTH,AMERICAN QUARTERS,04-17-01-007,2/4 OKOLO STREET,6.1543099,6.7855075,391,1162,True,-1,False,False,False,False,UNKNOWN,1,373,5,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/01/pu/007/007-1677401632.pdf,231.2777777777778
ANAMBRA,AWKA SOUTH,AMAWBIA  II,04-07-03-006,IGWEDIMMA PRY. SCHOOL I,6.1958834,7.0530969,340,1437,True,-1,False,False,False,False,UNKNOWN,1,317,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18356/pu/9569/9569-1677461694.pdf,230.00000000000003
ANAMBRA,AGUATA,ISUOFIA,04-01-13-005,CENTRAL SCHOOL,6.0085842,7.1009488,333,995,True,-1,False,False,False,False,UNKNOWN,1,324,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/13/pu/005/005-1677362214.pdf,229.60416666666669
ANAMBRA,AWKA NORTH,MGBAKWU  I (ANEZIKE),04-06-11-020,ANAMBRA STATE POLYTECHNICS,6.2799031,7.0649837,35,75,True,-1,False,False,False,False,UNKNOWN,0,33,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/020/020-1677396124.pdf,226.5
ANAMBRA,AWKA NORTH,AMANSEA,04-06-04-003,COMM. P/S I,6.2636193,7.1251699,219,1003,True,-1,False,False,False,False,UNKNOWN,7,311,5,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/04/pu/002/002-1677399919.pdf,226.46376811594203
ANAMBRA,NNEWI NORTH,OTOLO  III,04-14-05-002,EZEKWUABO C/S II,5.9937033,6.9222564,179,644,True,-1,False,True,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18466/pu/11180/11180-1677779559.pdf,226.0
ANAMBRA,ANAMBRA EAST,NSUGBE II,04-03-10-003,COLLEGE OF EDUCATION I,6.3092973,6.8672668,315,1834,True,-1,False,False,False,False,UNKNOWN,2,306,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/8848/result_165406_1677597871_thumb.jpg,224.1295336787565
ANAMBRA,AWKA SOUTH,AWKA  II,04-07-06-015,AGBANI TOWN HALL,6.3049636,7.5626411,64,105,True,-1,False,False,False,False,UNKNOWN,1,57,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18359/pu/121529/121529-1677537119.pdf,224.0
ANAMBRA,AWKA SOUTH,AWKA  II,04-07-06-016,AGBANI IFITE VILLAGE SQUARE ( OPEN SPACE AT IFITE SEC. MKT),6.3049636,7.5626411,286,474,True,-1,False,False,False,False,UNKNOWN,1,279,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18359/pu/121530/121530-1677537454.pdf,224.0
ANAMBRA,AWKA SOUTH,AMAWBIA  III,04-07-04-003,EBEAKPU SQUARE I,6.2116033,7.0713572,377,1215,True,-1,False,False,False,False,UNKNOWN,4,337,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/04/pu/003/003-1677414939.pdf,223.83333333333334
ANAMBRA,ONITSHA -SOUTH,FEGGE II,04-18-05-001,LAFIAJI PRY. SCHOOL I,6.1357863,6.7777583,322,1218,True,-1,False,False,False,False,UNKNOWN,0,325,1,9,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18527/pu/12118/12118-1677684272.pdf,223.50898203592814
ANAMBRA,AWKA SOUTH,AMAWBIA  I,04-07-02-001,COMMUNITY PRY. SCHOOL I,6.2212592,7.0827159,378,1396,True,-1,False,True,False,False,UNKNOWN,10,337,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/9547/result_166178_1677519866_thumb.jpg,222.71559633027522
ANAMBRA,AGUATA,ISUOFIA,04-01-13-006,OZALA SCHOOL (VILL HALL),6.0085842,7.1009488,327,1246,True,-1,False,False,False,False,UNKNOWN,1,315,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/13/pu/006/006-1677366299.pdf,220.3625
ANAMBRA,NNEWI NORTH,NNEWI-ICHI  II,04-14-02-020,OBI OFOKALLE SQUARE I,6.0136533,6.9101806,325,1324,True,-1,False,False,False,False,UNKNOWN,1,315,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/11129/result_168207_1677771658_thumb.jpg,218.35625
ANAMBRA,NJIKOKA,ABAGANA  IV,04-13-06-007,NASSA,6.178444,6.9880335,245,820,True,-1,False,True,False,False,UNKNOWN,2,323,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/06/pu/006/006-1677378008.pdf,217.15384615384616
ANAMBRA,NJIKOKA,ENUGWU UKWU  II,04-13-10-003,URUEKWO P/S I,6.178444,6.9880335,341,1206,True,-1,False,False,False,False,UNKNOWN,0,324,6,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/10/pu/003/003-1677399745.pdf,216.3846153846154
ANAMBRA,OYI,NKWELLE EZUNAKA II,04-21-11-002,TOWN HALL I,6.2208997,6.9369559,342,1711,True,-1,False,True,False,False,UNKNOWN,4,318,0,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/11/pu/002/002-1677376836.pdf,216.01197604790417
ANAMBRA,ONITSHA -SOUTH,FEGGE I,04-18-04-001,AKOKWA HALL I,6.1460361,6.818718,259,926,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18526/pu/12106/12106-1677679443.pdf,215.95652173913044
ANAMBRA,ANAMBRA EAST,OTUOCHA  I,04-03-11-004,ERI PRY. SCHOOL I,6.3092973,6.8672668,319,1193,True,-1,False,False,False,False,UNKNOWN,2,277,24,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/004/004-1677404377.pdf,215.79792746113992
ANAMBRA,NNEWI NORTH,NNEWI-ICHI  I,04-14-01-015,NNEWICHI CENTRAL SCHOOL V,6.0136533,6.9101806,333,1105,True,-1,False,False,False,False,UNKNOWN,3,311,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/01/pu/015/015-1677374836.pdf,215.27499999999998
ANAMBRA,AWKA SOUTH,AWKA  III,04-07-07-013,EZINDICHIE SQUARE IV (OPEN SPACE BESIDE EZINDICHIE HALL),6.2116033,7.0713572,35,71,True,-1,False,False,False,False,UNKNOWN,0,330,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18360/pu/121542/121542-1677539398.pdf,214.78070175438597
ANAMBRA,AGUATA,EKWULOBIA  II,04-01-07-006,NWANEBO PRY. SCHOOL I,6.0085842,7.1009488,310,1044,True,-1,False,False,False,False,UNKNOWN,0,309,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/006/006-1677412720.pdf,214.54166666666669
ANAMBRA,NNEWI NORTH,OTOLO  I,04-14-03-006,NDINGBU HALL III,6.0136533,6.9101806,126,400,True,-1,False,False,False,False,UNKNOWN,0,0,2,111,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18464/pu/11144/11144-1677674919.pdf,214.39374999999998
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-020,OPEN SPACE BESIDE NTA STATION ONITSHA (TRANS NKISI),6.172639,6.809263,311,392,True,-1,False,False,False,False,UNKNOWN,0,306,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/020/020-1677374814.pdf,214.0
ANAMBRA,ONITSHA-NORTH,TRANS NKISI,04-17-12-030,"OPEN SPACE BESIDE JOECALIS JUNCTION, NTA AREA",6.172639,6.809263,97,125,True,-1,False,False,False,False,UNKNOWN,0,94,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/12/pu/030/030-1677372657.pdf,214.0
ANAMBRA,ANAOCHA,AKWAEZE,04-05-12-006,COMMUNITY PRY. SCHOOL II,6.0964302,7.0175879,118,318,True,-1,False,False,False,False,UNKNOWN,0,0,0,116,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3176/ward/18332/pu/9281/9281-1677644774.pdf,212.84920634920633
ANAMBRA,OYI,NTEJE  III,04-21-07-002,UMUNEBO P/S I,6.2208997,6.9369559,111,599,True,-1,False,False,False,False,UNKNOWN,99,0,3,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/21/ward/07/pu/002/002-1677400156.pdf,211.84431137724548
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VII,04-17-09-006,KOKA PETROLEUM AREA,6.1623902,6.8029489,367,1006,True,-1,False,False,False,False,UNKNOWN,1,347,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/09/pu/006/006-1677363111.pdf,209.88
ANAMBRA,ANAOCHA,AGULU  II,04-05-08-021,OKPU IFITE VILLAGE HALL II (SECOND DOOR),6.1107465,7.0296822,49,97,True,-1,False,False,False,False,UNKNOWN,0,45,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/05/ward/08/pu/021/021-1677373371.pdf,206.39999999999998
ANAMBRA,NNEWI NORTH,NNEWI-ICHI  II,04-14-02-004,ABUBO C/S II,6.0136533,6.9101806,318,1612,True,-1,False,False,False,False,UNKNOWN,2,304,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/02/pu/004/004-1677407405.pdf,206.28125
ANAMBRA,AWKA SOUTH,AWKA  V,04-07-09-025,OBUNAGU VILLAGE SQUARE II,6.2086195,7.0581183,353,1572,True,-1,False,False,False,False,UNKNOWN,0,323,4,9,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3178/ward/18362/pu/9657/9657-1677561299.pdf,206.0666666666667
ANAMBRA,OYI,AWKUZU  IV,04-21-04-013,IGUEDO P/S,6.2208997,6.9369559,318,1307,True,-1,False,False,False,False,UNKNOWN,1,313,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/12748/result_170299_1677558321_thumb.jpg,205.5568862275449
ANAMBRA,ORUMBA NORTH,NANKA  I,04-19-08-016,"CENTRAL SCHOOL, IFITE",6.0543288,7.2194466,298,1204,True,-1,False,False,False,False,UNKNOWN,1,280,2,4,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/08/pu/016/016-1677406317.pdf,204.92142857142855
ANAMBRA,NNEWI NORTH,UMUDIM  II,04-14-07-012,UMUDINKWA COMM. SCHOOL I,6.0136533,6.9101806,307,1365,True,-1,False,True,False,False,UNKNOWN,0,303,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/07/pu/012/012-1677394588.pdf,204.4
ANAMBRA,ORUMBA  SOUTH,UMUNZE III,04-20-17-002,COMMUNITY PRY. SCHOOL,5.999404,7.2005806,297,1382,True,-1,False,False,False,False,UNKNOWN,0,292,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/20/ward/17/pu/002/002-1677421002.pdf,203.183908045977
ANAMBRA,ONITSHA-NORTH,INLAND TOWN VI,04-17-08-013,ENWEONWU/LACEN COMPLEX,6.1564917,6.8008504,347,1200,True,-1,False,False,False,False,UNKNOWN,1,338,3,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/08/pu/013/013-1677391011.pdf,202.844262295082
ANAMBRA,ONITSHA -SOUTH,FEGGE I,04-18-04-004,AGULU HALL I,6.1363826,6.7761686,307,1007,True,-1,False,False,False,False,UNKNOWN,3,311,1,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3189/ward/18526/pu/12108/12108-1677665143.pdf,202.83229813664596
ANAMBRA,OGBARU,OCHUCHE-UMUODU/OGBAKUBA/AMIYI,04-16-06-002,EKE OCHUCHE,5.9424653,6.7212976,153,750,True,-1,False,False,False,False,UNKNOWN,0,210,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3187/ward/18497/pu/11653/11653-1677833858.pdf,202.0
ANAMBRA,NNEWI NORTH,UMUDIM  I,04-14-06-022,OBI UMUDIM HALL III,5.9873666,6.9023267,11,21,True,-1,False,False,False,False,UNKNOWN,0,10,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3185/ward/18467/pu/122013/122013-1677772538.pdf,201.5
